Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/21  13:00:00,134202381.19994731,1734442220.1192465 
 07/21  14:00:00,134202381.19994731,1734442220.1192465 
 07/21  15:00:00,134202381.19994731,1734442220.1192465 
 07/21  16:00:00,134202381.19994731,1734442220.1192465 
 07/21  17:00:00,44734127.06664909,1676092509.278577 
 07/21  18:00:00,46525840.05136749,1676092509.278577 
 07/21  19:00:00,40913652.0384625,1597820222.889218 
 07/21  20:00:00,36464788.34797145,1597820222.889218 
 07/21  21:00:00,36464788.34797145,1597820222.889218 
 07/21  22:00:00,36464788.34797145,1597820222.889218 
 07/21  23:00:00,36464788.34797145,1597820222.889218 
 07/21  24:00:00,36464788.34797145,1597820222.889218 
 07/22  01:00:00,36464788.34797145,1597820222.889218 
 07/22  02:00:00,36464788.34797145,1597820222.889218 
 07/22  03:00:00,36464788.34797145,1597820222.889218 
 07/22  04:00:00,36464788.34797145,1597820222.889218 
 07/22  05:00:00,36464788.34797145,1597820222.889218 
 07/22  06:00:00,42716171.08673759,1676092509.278577 
 07/22  07:00:00,44734127.06664909,1676092509.278577 
 07/22  08:00:00,44734127.06664909,1676092509.278577 
 07/22  09:00:00,44734127.06664909,1676092509.278577 
 07/22  10:00:00,44734127.06664909,1676092509.278577 
 07/22  11:00:00,44734127.06664909,1676092509.278577 
 07/22  12:00:00,44734127.06664909,1676092509.278577 
 07/22  13:00:00,44734127.06664909,1676092509.278577 
 07/22  14:00:00,44734127.06664909,1676092509.278577 
 07/22  15:00:00,44734127.06664909,1676092509.278577 
 07/22  16:00:00,44734127.06664909,1676092509.278577 
 07/22  17:00:00,44734127.06664909,1676092509.278577 
 07/22  18:00:00,38496409.987435706,1597820222.889218 
 07/22  19:00:00,36803300.09312072,1597820222.889218 
 07/22  20:00:00,36464788.34797145,1597820222.889218 
 07/22  21:00:00,36464788.34797145,1597820222.889218 
 07/22  22:00:00,36464788.34797145,1597820222.889218 
 07/22  23:00:00,36464788.34797145,1597820222.889218 
 07/22  24:00:00,36464788.34797145,1688428882.4407706 
 07/23  01:00:00,36464788.34797145,1688428882.4407706 
 07/23  02:00:00,36464788.34797145,1688428882.4407706 
 07/23  03:00:00,36464788.34797145,1688428882.4407706 
 07/23  04:00:00,36464788.34797145,1688428882.4407706 
 07/23  05:00:00,37975250.63110626,1688428882.4407706 
 07/23  06:00:00,77642606.38567735,1792791930.9599159 
 07/23  07:00:00,268558954.4869784,1792791930.9599159 
 07/23  08:00:00,805214287.1996835,2376289039.3666096 
 07/23  09:00:00,805214287.1996835,2376289039.3666096 
 07/23  10:00:00,805214287.1996835,2376289039.3666096 
 07/23  11:00:00,805214287.1996835,2376289039.3666096 
 07/23  12:00:00,805214287.1996835,2259589617.6852703 
 07/23  13:00:00,805214287.1996835,2376289039.3666096 
 07/23  14:00:00,805214287.1996835,2376289039.3666096 
 07/23  15:00:00,805214287.1996835,2376289039.3666096 
 07/23  16:00:00,805214287.1996835,2376289039.3666096 
 07/23  17:00:00,451790562.95791686,1909491352.6412547 
 07/23  18:00:00,280148890.289116,1792791930.9599159 
 07/23  19:00:00,301194993.9029432,1792791930.9599159 
 07/23  20:00:00,207700056.848742,1792791930.9599159 
 07/23  21:00:00,208061441.6775136,1792791930.9599159 
 07/23  22:00:00,104030720.8387568,1792791930.9599159 
 07/23  23:00:00,52015360.4193784,1792791930.9599159 
 07/23  24:00:00,41707937.258317545,1688428882.4407706 
 07/24  01:00:00,36464788.34797145,1688428882.4407706 
 07/24  02:00:00,36464788.34797145,1688428882.4407706 
 07/24  03:00:00,36464788.34797145,1688428882.4407706 
 07/24  04:00:00,36464788.34797145,1688428882.4407706 
 07/24  05:00:00,37975250.63110626,1688428882.4407706 
 07/24  06:00:00,78444139.9154683,1792791930.9599159 
 07/24  07:00:00,275089083.0169363,1792791930.9599159 
 07/24  08:00:00,805214287.1996835,2376289039.3666096 
 07/24  09:00:00,805214287.1996835,2376289039.3666096 
 07/24  10:00:00,805214287.1996835,2376289039.3666096 
 07/24  11:00:00,805214287.1996835,2376289039.3666096 
 07/24  12:00:00,805214287.1996835,2259589617.6852703 
 07/24  13:00:00,805214287.1996835,2376289039.3666096 
 07/24  14:00:00,805214287.1996835,2376289039.3666096 
 07/24  15:00:00,805214287.1996835,2376289039.3666096 
 07/24  16:00:00,805214287.1996835,2376289039.3666096 
 07/24  17:00:00,447341270.6664911,1909491352.6412547 
 07/24  18:00:00,273801552.4805085,1792791930.9599159 
 07/24  19:00:00,285687050.21235424,1792791930.9599159 
 07/24  20:00:00,207086967.82527423,1792791930.9599159 
 07/24  21:00:00,208061441.6775136,1792791930.9599159 
 07/24  22:00:00,104030720.8387568,1792791930.9599159 
 07/24  23:00:00,52015360.4193784,1792791930.9599159 
 07/24  24:00:00,41707937.258317545,1688428882.4407706 
 07/25  01:00:00,36464788.34797145,1688428882.4407706 
 07/25  02:00:00,36464788.34797145,1688428882.4407706 
 07/25  03:00:00,36464788.34797145,1688428882.4407706 
 07/25  04:00:00,36464788.34797145,1688428882.4407706 
 07/25  05:00:00,37975250.63110626,1688428882.4407706 
 07/25  06:00:00,76657845.53389996,1792791930.9599159 
 07/25  07:00:00,268404762.39989462,1792791930.9599159 
 07/25  08:00:00,805214287.1996835,2376289039.3666096 
 07/25  09:00:00,805214287.1996835,2376289039.3666096 
 07/25  10:00:00,805214287.1996835,2376289039.3666096 
 07/25  11:00:00,805214287.1996835,2376289039.3666096 
 07/25  12:00:00,805214287.1996835,2259589617.6852703 
 07/25  13:00:00,805214287.1996835,2376289039.3666096 
 07/25  14:00:00,805214287.1996835,2376289039.3666096 
 07/25  15:00:00,805214287.1996835,2376289039.3666096 
 07/25  16:00:00,805214287.1996835,2376289039.3666096 
 07/25  17:00:00,447341270.6664911,1909491352.6412547 
 07/25  18:00:00,268404762.39989462,1792791930.9599159 
 07/25  19:00:00,272963026.3050613,1792791930.9599159 
 07/25  20:00:00,205816138.00906056,1792791930.9599159 
 07/25  21:00:00,208061441.6775136,1792791930.9599159 
 07/25  22:00:00,104030720.8387568,1792791930.9599159 
 07/25  23:00:00,52015360.4193784,1792791930.9599159 
 07/25  24:00:00,41707937.258317545,1688428882.4407706 
 07/26  01:00:00,36464788.34797145,1688428882.4407706 
 07/26  02:00:00,36464788.34797145,1688428882.4407706 
 07/26  03:00:00,36464788.34797145,1688428882.4407706 
 07/26  04:00:00,36464788.34797145,1688428882.4407706 
 07/26  05:00:00,37975250.63110626,1688428882.4407706 
 07/26  06:00:00,81037558.78701784,1792791930.9599159 
 07/26  07:00:00,268404762.39989462,1792791930.9599159 
 07/26  08:00:00,805214287.1996835,2376289039.3666096 
 07/26  09:00:00,805214287.1996835,2376289039.3666096 
 07/26  10:00:00,805214287.1996835,2376289039.3666096 
 07/26  11:00:00,805214287.1996835,2376289039.3666096 
 07/26  12:00:00,805214287.1996835,2259589617.6852703 
 07/26  13:00:00,805214287.1996835,2376289039.3666096 
 07/26  14:00:00,805214287.1996835,2376289039.3666096 
 07/26  15:00:00,805214287.1996835,2376289039.3666096 
 07/26  16:00:00,805214287.1996835,2376289039.3666096 
 07/26  17:00:00,448376344.4085857,1909491352.6412547 
 07/26  18:00:00,268404762.39989462,1792791930.9599159 
 07/26  19:00:00,273767002.3798865,1792791930.9599159 
 07/26  20:00:00,205868421.71654963,1792791930.9599159 
 07/26  21:00:00,208061441.6775136,1792791930.9599159 
 07/26  22:00:00,104030720.8387568,1792791930.9599159 
 07/26  23:00:00,52015360.4193784,1792791930.9599159 
 07/26  24:00:00,41707937.258317545,1688428882.4407706 
 07/27  01:00:00,36464788.34797145,1688428882.4407706 
 07/27  02:00:00,36464788.34797145,1688428882.4407706 
 07/27  03:00:00,36464788.34797145,1688428882.4407706 
 07/27  04:00:00,36464788.34797145,1688428882.4407706 
 07/27  05:00:00,37975250.63110626,1688428882.4407706 
 07/27  06:00:00,81252245.37317565,1792791930.9599159 
 07/27  07:00:00,268404762.39989462,1792791930.9599159 
 07/27  08:00:00,805214287.1996835,2376289039.3666096 
 07/27  09:00:00,805214287.1996835,2376289039.3666096 
 07/27  10:00:00,805214287.1996835,2376289039.3666096 
 07/27  11:00:00,805214287.1996835,2376289039.3666096 
 07/27  12:00:00,805214287.1996835,2259589617.6852703 
 07/27  13:00:00,805214287.1996835,2376289039.3666096 
 07/27  14:00:00,805214287.1996835,2376289039.3666096 
 07/27  15:00:00,805214287.1996835,2376289039.3666096 
 07/27  16:00:00,805214287.1996835,2376289039.3666096 
 07/27  17:00:00,450315181.81579006,1909491352.6412547 
 07/27  18:00:00,271286667.24379253,1792791930.9599159 
 07/27  19:00:00,291231720.0514971,1792791930.9599159 
 07/27  20:00:00,207372817.42030644,1792791930.9599159 
 07/27  21:00:00,208061441.6775136,1792791930.9599159 
 07/27  22:00:00,104030720.8387568,1792791930.9599159 
 07/27  23:00:00,52015360.4193784,1792791930.9599159 
 07/27  24:00:00,41707937.258317545,1597820222.889218 
 07/28  01:00:00,36464788.34797145,1597820222.889218 
 07/28  02:00:00,36464788.34797145,1597820222.889218 
 07/28  03:00:00,36464788.34797145,1597820222.889218 
 07/28  04:00:00,36464788.34797145,1597820222.889218 
 07/28  05:00:00,36464788.34797145,1597820222.889218 
 07/28  06:00:00,81752166.19479837,1792791930.9599159 
 07/28  07:00:00,89512508.42172061,1792791930.9599159 
 07/28  08:00:00,268404762.39989462,1909491352.6412547 
 07/28  09:00:00,268404762.39989462,1909491352.6412547 
 07/28  10:00:00,268404762.39989462,1909491352.6412547 
 07/28  11:00:00,268404762.39989462,1909491352.6412547 
 07/28  12:00:00,134202381.19994731,1734442220.1192465 
 07/28  13:00:00,134202381.19994731,1734442220.1192465 
 07/28  14:00:00,134202381.19994731,1734442220.1192465 
 07/28  15:00:00,134202381.19994731,1734442220.1192465 
 07/28  16:00:00,134202381.19994731,1734442220.1192465 
 07/28  17:00:00,45177344.32567109,1676092509.278577 
 07/28  18:00:00,46713597.354178995,1676092509.278577 
 07/28  19:00:00,40940790.982165635,1597820222.889218 
 07/28  20:00:00,36464788.34797145,1597820222.889218 
 07/28  21:00:00,36464788.34797145,1597820222.889218 
 07/28  22:00:00,36464788.34797145,1597820222.889218 
 07/28  23:00:00,36464788.34797145,1597820222.889218 
 07/28  24:00:00,36464788.34797145,1597820222.889218 
 07/29  01:00:00,36464788.34797145,1597820222.889218 
 07/29  02:00:00,36464788.34797145,1597820222.889218 
 07/29  03:00:00,36464788.34797145,1597820222.889218 
 07/29  04:00:00,36464788.34797145,1597820222.889218 
 07/29  05:00:00,36464788.34797145,1597820222.889218 
 07/29  06:00:00,45036324.24967526,1676092509.278577 
 07/29  07:00:00,44734127.06664909,1676092509.278577 
 07/29  08:00:00,44734127.06664909,1676092509.278577 
 07/29  09:00:00,44734127.06664909,1676092509.278577 
 07/29  10:00:00,44734127.06664909,1676092509.278577 
 07/29  11:00:00,44734127.06664909,1676092509.278577 
 07/29  12:00:00,44734127.06664909,1676092509.278577 
 07/29  13:00:00,44734127.06664909,1676092509.278577 
 07/29  14:00:00,44734127.06664909,1676092509.278577 
 07/29  15:00:00,44734127.06664909,1676092509.278577 
 07/29  16:00:00,44734127.06664909,1676092509.278577 
 07/29  17:00:00,44734127.06664909,1676092509.278577 
 07/29  18:00:00,38011716.39249817,1597820222.889218 
 07/29  19:00:00,36092267.12103532,1597820222.889218 
 07/29  20:00:00,36464788.34797145,1597820222.889218 
 07/29  21:00:00,36464788.34797145,1597820222.889218 
 07/29  22:00:00,36464788.34797145,1597820222.889218 
 07/29  23:00:00,36464788.34797145,1597820222.889218 
 07/29  24:00:00,36464788.34797145,1688428882.4407706 
 07/30  01:00:00,36464788.34797145,1688428882.4407706 
 07/30  02:00:00,36464788.34797145,1688428882.4407706 
 07/30  03:00:00,36464788.34797145,1688428882.4407706 
 07/30  04:00:00,36464788.34797145,1688428882.4407706 
 07/30  05:00:00,37975250.63110626,1688428882.4407706 
 07/30  06:00:00,81198310.19461998,1792791930.9599159 
 07/30  07:00:00,268404762.39989462,1792791930.9599159 
 07/30  08:00:00,805214287.1996835,2376289039.3666096 
 07/30  09:00:00,805214287.1996835,2376289039.3666096 
 07/30  10:00:00,805214287.1996835,2376289039.3666096 
 07/30  11:00:00,805214287.1996835,2376289039.3666096 
 07/30  12:00:00,805214287.1996835,2259589617.6852703 
 07/30  13:00:00,805214287.1996835,2376289039.3666096 
 07/30  14:00:00,805214287.1996835,2376289039.3666096 
 07/30  15:00:00,805214287.1996835,2376289039.3666096 
 07/30  16:00:00,805214287.1996835,2376289039.3666096 
 07/30  17:00:00,447341270.6664911,1909491352.6412547 
 07/30  18:00:00,268591590.6721658,1792791930.9599159 
 07/30  19:00:00,287921927.3272481,1792791930.9599159 
 07/30  20:00:00,208061441.6775136,1792791930.9599159 
 07/30  21:00:00,208061441.6775136,1792791930.9599159 
 07/30  22:00:00,104030720.8387568,1792791930.9599159 
 07/30  23:00:00,52015360.4193784,1792791930.9599159 
 07/30  24:00:00,41707937.258317545,1688428882.4407706 
 07/31  01:00:00,36464788.34797145,1688428882.4407706 
 07/31  02:00:00,36464788.34797145,1688428882.4407706 
 07/31  03:00:00,36464788.34797145,1688428882.4407706 
 07/31  04:00:00,36464788.34797145,1688428882.4407706 
 07/31  05:00:00,37975250.63110626,1688428882.4407706 
 07/31  06:00:00,81661454.05300774,1792791930.9599159 
 07/31  07:00:00,268404762.39989462,1792791930.9599159 
 07/31  08:00:00,805214287.1996835,2376289039.3666096 
 07/31  09:00:00,805214287.1996835,2376289039.3666096 
 07/31  10:00:00,805214287.1996835,2376289039.3666096 
 07/31  11:00:00,805214287.1996835,2376289039.3666096 
 07/31  12:00:00,805214287.1996835,2259589617.6852703 
 07/31  13:00:00,805214287.1996835,2376289039.3666096 
 07/31  14:00:00,805214287.1996835,2376289039.3666096 
 07/31  15:00:00,805214287.1996835,2376289039.3666096 
 07/31  16:00:00,805214287.1996835,2376289039.3666096 
 07/31  17:00:00,447341270.6664911,1909491352.6412547 
 07/31  18:00:00,268404762.39989462,1792791930.9599159 
 07/31  19:00:00,276643479.55504227,1792791930.9599159 
 07/31  20:00:00,208061441.6775136,1792791930.9599159 
 07/31  21:00:00,208061441.6775136,1792791930.9599159 
 07/31  22:00:00,104030720.8387568,1792791930.9599159 
 07/31  23:00:00,52015360.4193784,1792791930.9599159 
 07/31  24:00:00,41707937.258317545,2114277911.052291 
