Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/21  17:00:00,148190758.62611118,882744162.8962058 
 01/21  18:00:00,52015360.4193784,824394452.0555365 
 01/21  19:00:00,52015360.4193784,824394452.0555365 
 01/21  20:00:00,41707937.258317545,746122165.6661774 
 01/21  21:00:00,36464788.34797145,746122165.6661774 
 01/21  22:00:00,36464788.34797145,746122165.6661774 
 01/21  23:00:00,36464788.34797145,746122165.6661774 
 01/21  24:00:00,36464788.34797145,746122165.6661774 
 01/22  01:00:00,36464788.34797145,746122165.6661774 
 01/22  02:00:00,36464788.34797145,746122165.6661774 
 01/22  03:00:00,36464788.34797145,746122165.6661774 
 01/22  04:00:00,36464788.34797145,746122165.6661774 
 01/22  05:00:00,36464788.34797145,746122165.6661774 
 01/22  06:00:00,36464788.34797145,746122165.6661774 
 01/22  07:00:00,48092070.92212643,824394452.0555365 
 01/22  08:00:00,48929894.00500342,824394452.0555365 
 01/22  09:00:00,44816333.22806601,824394452.0555365 
 01/22  10:00:00,44770774.99942939,824394452.0555365 
 01/22  11:00:00,44734127.06664909,824394452.0555365 
 01/22  12:00:00,44734127.06664909,824394452.0555365 
 01/22  13:00:00,44734127.06664909,824394452.0555365 
 01/22  14:00:00,44734127.06664909,824394452.0555365 
 01/22  15:00:00,44734127.06664909,824394452.0555365 
 01/22  16:00:00,44734127.06664909,824394452.0555365 
 01/22  17:00:00,48447889.55896808,824394452.0555365 
 01/22  18:00:00,52015360.4193784,824394452.0555365 
 01/22  19:00:00,41707937.258317545,746122165.6661774 
 01/22  20:00:00,36464788.34797145,746122165.6661774 
 01/22  21:00:00,36464788.34797145,746122165.6661774 
 01/22  22:00:00,36464788.34797145,746122165.6661774 
 01/22  23:00:00,36464788.34797145,746122165.6661774 
 01/22  24:00:00,36464788.34797145,746122165.6661774 
 01/23  01:00:00,36464788.34797145,836730825.2177298 
 01/23  02:00:00,36464788.34797145,836730825.2177298 
 01/23  03:00:00,36464788.34797145,836730825.2177298 
 01/23  04:00:00,36464788.34797145,836730825.2177298 
 01/23  05:00:00,36464788.34797145,836730825.2177298 
 01/23  06:00:00,37975250.63110626,836730825.2177298 
 01/23  07:00:00,87445560.3280437,941093873.736875 
 01/23  08:00:00,291785485.7981125,941093873.736875 
 01/23  09:00:00,805214287.1996835,1524590982.1435688 
 01/23  10:00:00,805214287.1996835,1524590982.1435688 
 01/23  11:00:00,805214287.1996835,1524590982.1435688 
 01/23  12:00:00,805214287.1996835,1524590982.1435688 
 01/23  13:00:00,805214287.1996835,1407891560.4622302 
 01/23  14:00:00,805214287.1996835,1524590982.1435688 
 01/23  15:00:00,805214287.1996835,1524590982.1435688 
 01/23  16:00:00,807860580.5979123,1524590982.1435688 
 01/23  17:00:00,878360660.3450462,1524590982.1435688 
 01/23  18:00:00,520153604.193784,1057793295.4182141 
 01/23  19:00:00,312092162.51627046,941093873.736875 
 01/23  20:00:00,312092162.51627046,941093873.736875 
 01/23  21:00:00,208061441.6775136,941093873.736875 
 01/23  22:00:00,208061441.6775136,941093873.736875 
 01/23  23:00:00,104030720.8387568,941093873.736875 
 01/23  24:00:00,52015360.4193784,941093873.736875 
 01/24  01:00:00,41707937.258317545,836730825.2177298 
 01/24  02:00:00,36464788.34797145,836730825.2177298 
 01/24  03:00:00,36464788.34797145,836730825.2177298 
 01/24  04:00:00,36464788.34797145,836730825.2177298 
 01/24  05:00:00,36464788.34797145,836730825.2177298 
 01/24  06:00:00,37975250.63110626,836730825.2177298 
 01/24  07:00:00,87445560.3280437,941093873.736875 
 01/24  08:00:00,307207135.09253395,941093873.736875 
 01/24  09:00:00,850444278.4733098,1524590982.1435688 
 01/24  10:00:00,819152086.0233744,1524590982.1435688 
 01/24  11:00:00,808213940.0433803,1524590982.1435688 
 01/24  12:00:00,805214287.1996835,1524590982.1435688 
 01/24  13:00:00,805214287.1996835,1407891560.4622302 
 01/24  14:00:00,805214287.1996835,1524590982.1435688 
 01/24  15:00:00,805262571.1829386,1524590982.1435688 
 01/24  16:00:00,814503402.1220577,1524590982.1435688 
 01/24  17:00:00,912975523.9673655,1524590982.1435688 
 01/24  18:00:00,520153604.193784,1057793295.4182141 
 01/24  19:00:00,312092162.51627046,941093873.736875 
 01/24  20:00:00,312092162.51627046,941093873.736875 
 01/24  21:00:00,208061441.6775136,941093873.736875 
 01/24  22:00:00,208061441.6775136,941093873.736875 
 01/24  23:00:00,104030720.8387568,941093873.736875 
 01/24  24:00:00,52015360.4193784,941093873.736875 
 01/25  01:00:00,41707937.258317545,836730825.2177298 
 01/25  02:00:00,36464788.34797145,836730825.2177298 
 01/25  03:00:00,36464788.34797145,836730825.2177298 
 01/25  04:00:00,36464788.34797145,836730825.2177298 
 01/25  05:00:00,36464788.34797145,836730825.2177298 
 01/25  06:00:00,37975250.63110626,836730825.2177298 
 01/25  07:00:00,87445560.3280437,941093873.736875 
 01/25  08:00:00,292141312.83995676,941093873.736875 
 01/25  09:00:00,805298770.8430936,1524590982.1435688 
 01/25  10:00:00,805214287.1996835,1524590982.1435688 
 01/25  11:00:00,805214287.1996835,1524590982.1435688 
 01/25  12:00:00,805214287.1996835,1524590982.1435688 
 01/25  13:00:00,805214287.1996835,1407891560.4622302 
 01/25  14:00:00,805214287.1996835,1524590982.1435688 
 01/25  15:00:00,805214287.1996835,1524590982.1435688 
 01/25  16:00:00,809759005.4451301,1524590982.1435688 
 01/25  17:00:00,904512517.0028018,1524590982.1435688 
 01/25  18:00:00,520153604.193784,1057793295.4182141 
 01/25  19:00:00,312092162.51627046,941093873.736875 
 01/25  20:00:00,312092162.51627046,941093873.736875 
 01/25  21:00:00,208061441.6775136,941093873.736875 
 01/25  22:00:00,208061441.6775136,941093873.736875 
 01/25  23:00:00,104030720.8387568,941093873.736875 
 01/25  24:00:00,52015360.4193784,941093873.736875 
 01/26  01:00:00,41707937.258317545,836730825.2177298 
 01/26  02:00:00,36464788.34797145,836730825.2177298 
 01/26  03:00:00,36464788.34797145,836730825.2177298 
 01/26  04:00:00,36464788.34797145,836730825.2177298 
 01/26  05:00:00,36464788.34797145,836730825.2177298 
 01/26  06:00:00,37975250.63110626,836730825.2177298 
 01/26  07:00:00,87445560.3280437,941093873.736875 
 01/26  08:00:00,292131932.28645897,941093873.736875 
 01/26  09:00:00,806151167.5288665,1524590982.1435688 
 01/26  10:00:00,805214287.1996835,1524590982.1435688 
 01/26  11:00:00,805214287.1996835,1524590982.1435688 
 01/26  12:00:00,805214287.1996835,1524590982.1435688 
 01/26  13:00:00,805214287.1996835,1407891560.4622302 
 01/26  14:00:00,805214287.1996835,1524590982.1435688 
 01/26  15:00:00,805214287.1996835,1524590982.1435688 
 01/26  16:00:00,807604968.4608395,1524590982.1435688 
 01/26  17:00:00,873756604.1171107,1524590982.1435688 
 01/26  18:00:00,520153604.193784,1057793295.4182141 
 01/26  19:00:00,312092162.51627046,941093873.736875 
 01/26  20:00:00,312092162.51627046,941093873.736875 
 01/26  21:00:00,208061441.6775136,941093873.736875 
 01/26  22:00:00,208061441.6775136,941093873.736875 
 01/26  23:00:00,104030720.8387568,941093873.736875 
 01/26  24:00:00,52015360.4193784,941093873.736875 
 01/27  01:00:00,41707937.258317545,836730825.2177298 
 01/27  02:00:00,36464788.34797145,836730825.2177298 
 01/27  03:00:00,36464788.34797145,836730825.2177298 
 01/27  04:00:00,36464788.34797145,836730825.2177298 
 01/27  05:00:00,36464788.34797145,836730825.2177298 
 01/27  06:00:00,37975250.63110626,836730825.2177298 
 01/27  07:00:00,87445560.3280437,941093873.736875 
 01/27  08:00:00,297087961.76152426,941093873.736875 
 01/27  09:00:00,806851993.0502777,1524590982.1435688 
 01/27  10:00:00,805214287.1996835,1524590982.1435688 
 01/27  11:00:00,805214287.1996835,1524590982.1435688 
 01/27  12:00:00,805214287.1996835,1524590982.1435688 
 01/27  13:00:00,805214287.1996835,1407891560.4622302 
 01/27  14:00:00,805214287.1996835,1524590982.1435688 
 01/27  15:00:00,805214287.1996835,1524590982.1435688 
 01/27  16:00:00,806161767.1634598,1524590982.1435688 
 01/27  17:00:00,900907068.1594126,1524590982.1435688 
 01/27  18:00:00,520153604.193784,1057793295.4182141 
 01/27  19:00:00,312092162.51627046,941093873.736875 
 01/27  20:00:00,312092162.51627046,941093873.736875 
 01/27  21:00:00,208061441.6775136,941093873.736875 
 01/27  22:00:00,208061441.6775136,941093873.736875 
 01/27  23:00:00,104030720.8387568,941093873.736875 
 01/27  24:00:00,52015360.4193784,941093873.736875 
 01/28  01:00:00,41707937.258317545,746122165.6661774 
 01/28  02:00:00,36464788.34797145,746122165.6661774 
 01/28  03:00:00,36464788.34797145,746122165.6661774 
 01/28  04:00:00,36464788.34797145,746122165.6661774 
 01/28  05:00:00,36464788.34797145,746122165.6661774 
 01/28  06:00:00,36464788.34797145,746122165.6661774 
 01/28  07:00:00,87445560.3280437,941093873.736875 
 01/28  08:00:00,98805531.49615881,941093873.736875 
 01/28  09:00:00,268827113.7671042,1057793295.4182141 
 01/28  10:00:00,268404762.39989462,1057793295.4182141 
 01/28  11:00:00,268404762.39989462,1057793295.4182141 
 01/28  12:00:00,268404762.39989462,1057793295.4182141 
 01/28  13:00:00,134202381.19994731,882744162.8962058 
 01/28  14:00:00,134202381.19994731,882744162.8962058 
 01/28  15:00:00,134202381.19994731,882744162.8962058 
 01/28  16:00:00,134533375.18889013,882744162.8962058 
 01/28  17:00:00,145253649.63773218,882744162.8962058 
 01/28  18:00:00,52015360.4193784,824394452.0555365 
 01/28  19:00:00,52015360.4193784,824394452.0555365 
 01/28  20:00:00,41707937.258317545,746122165.6661774 
 01/28  21:00:00,36464788.34797145,746122165.6661774 
 01/28  22:00:00,36464788.34797145,746122165.6661774 
 01/28  23:00:00,36464788.34797145,746122165.6661774 
 01/28  24:00:00,36464788.34797145,746122165.6661774 
 01/29  01:00:00,36464788.34797145,746122165.6661774 
 01/29  02:00:00,36464788.34797145,746122165.6661774 
 01/29  03:00:00,36464788.34797145,746122165.6661774 
 01/29  04:00:00,36464788.34797145,746122165.6661774 
 01/29  05:00:00,36464788.34797145,746122165.6661774 
 01/29  06:00:00,36464788.34797145,746122165.6661774 
 01/29  07:00:00,48092070.92212643,824394452.0555365 
 01/29  08:00:00,49631184.132496156,824394452.0555365 
 01/29  09:00:00,45073398.79290934,824394452.0555365 
 01/29  10:00:00,44734127.06664909,824394452.0555365 
 01/29  11:00:00,44734127.06664909,824394452.0555365 
 01/29  12:00:00,44734127.06664909,824394452.0555365 
 01/29  13:00:00,44734127.06664909,824394452.0555365 
 01/29  14:00:00,44734127.06664909,824394452.0555365 
 01/29  15:00:00,44734127.06664909,824394452.0555365 
 01/29  16:00:00,44734127.06664909,824394452.0555365 
 01/29  17:00:00,48450484.7240185,824394452.0555365 
 01/29  18:00:00,52015360.4193784,824394452.0555365 
 01/29  19:00:00,41707937.258317545,746122165.6661774 
 01/29  20:00:00,36464788.34797145,746122165.6661774 
 01/29  21:00:00,36464788.34797145,746122165.6661774 
 01/29  22:00:00,36464788.34797145,746122165.6661774 
 01/29  23:00:00,36464788.34797145,746122165.6661774 
 01/29  24:00:00,36464788.34797145,746122165.6661774 
 01/30  01:00:00,36464788.34797145,836730825.2177298 
 01/30  02:00:00,36464788.34797145,836730825.2177298 
 01/30  03:00:00,36464788.34797145,836730825.2177298 
 01/30  04:00:00,36464788.34797145,836730825.2177298 
 01/30  05:00:00,36464788.34797145,836730825.2177298 
 01/30  06:00:00,37975250.63110626,836730825.2177298 
 01/30  07:00:00,87445560.3280437,941093873.736875 
 01/30  08:00:00,300739495.24323153,941093873.736875 
 01/30  09:00:00,811034778.7761669,1524590982.1435688 
 01/30  10:00:00,812179413.1572199,1524590982.1435688 
 01/30  11:00:00,805214287.1996835,1524590982.1435688 
 01/30  12:00:00,805214287.1996835,1524590982.1435688 
 01/30  13:00:00,805214287.1996835,1407891560.4622302 
 01/30  14:00:00,805214287.1996835,1524590982.1435688 
 01/30  15:00:00,805214287.1996835,1524590982.1435688 
 01/30  16:00:00,805214287.1996835,1524590982.1435688 
 01/30  17:00:00,861647072.9654055,1524590982.1435688 
 01/30  18:00:00,520153604.193784,1057793295.4182141 
 01/30  19:00:00,312092162.51627046,941093873.736875 
 01/30  20:00:00,312092162.51627046,941093873.736875 
 01/30  21:00:00,208061441.6775136,941093873.736875 
 01/30  22:00:00,208061441.6775136,941093873.736875 
 01/30  23:00:00,104030720.8387568,941093873.736875 
 01/30  24:00:00,52015360.4193784,941093873.736875 
 01/31  01:00:00,41707937.258317545,836730825.2177298 
 01/31  02:00:00,36464788.34797145,836730825.2177298 
 01/31  03:00:00,36464788.34797145,836730825.2177298 
 01/31  04:00:00,36464788.34797145,836730825.2177298 
 01/31  05:00:00,36464788.34797145,836730825.2177298 
 01/31  06:00:00,37975250.63110626,836730825.2177298 
 01/31  07:00:00,87445560.3280437,941093873.736875 
 01/31  08:00:00,296178123.1194506,941093873.736875 
 01/31  09:00:00,806308943.1342655,1524590982.1435688 
 01/31  10:00:00,805214287.1996835,1524590982.1435688 
 01/31  11:00:00,805214287.1996835,1524590982.1435688 
 01/31  12:00:00,805214287.1996835,1524590982.1435688 
 01/31  13:00:00,805214287.1996835,1407891560.4622302 
 01/31  14:00:00,805214287.1996835,1524590982.1435688 
 01/31  15:00:00,805214287.1996835,1524590982.1435688 
 01/31  16:00:00,805214287.1996835,1524590982.1435688 
 01/31  17:00:00,815823087.7486131,1524590982.1435688 
 01/31  18:00:00,520153604.193784,1057793295.4182141 
 01/31  19:00:00,312092162.51627046,941093873.736875 
 01/31  20:00:00,312092162.51627046,941093873.736875 
 01/31  21:00:00,208061441.6775136,941093873.736875 
 01/31  22:00:00,208061441.6775136,941093873.736875 
 01/31  23:00:00,104030720.8387568,941093873.736875 
 01/31  24:00:00,52015360.4193784,941093873.736875 
 04/01  01:00:00,36464788.34797145,2023669251.5007386 
 04/01  02:00:00,36464788.34797145,2023669251.5007386 
 04/01  03:00:00,36464788.34797145,2023669251.5007386 
 04/01  04:00:00,36464788.34797145,2023669251.5007386 
 04/01  05:00:00,36464788.34797145,2023669251.5007386 
 04/01  06:00:00,46740997.678219825,2101941537.8900976 
 04/01  07:00:00,44984749.583897784,2101941537.8900976 
 04/01  08:00:00,44734127.06664909,2101941537.8900976 
 04/01  09:00:00,44734127.06664909,2101941537.8900976 
 04/01  10:00:00,44734127.06664909,2101941537.8900976 
 04/01  11:00:00,44734127.06664909,2101941537.8900976 
 04/01  12:00:00,44734127.06664909,2101941537.8900976 
 04/01  13:00:00,44734127.06664909,2101941537.8900976 
 04/01  14:00:00,44734127.06664909,2101941537.8900976 
 04/01  15:00:00,44734127.06664909,2101941537.8900976 
 04/01  16:00:00,44734127.06664909,2101941537.8900976 
 04/01  17:00:00,44734127.06664909,2101941537.8900976 
 04/01  18:00:00,38768498.755122684,2023669251.5007386 
 04/01  19:00:00,36743171.326207735,2023669251.5007386 
 04/01  20:00:00,36464788.34797145,2023669251.5007386 
 04/01  21:00:00,36464788.34797145,2023669251.5007386 
 04/01  22:00:00,36464788.34797145,2023669251.5007386 
 04/01  23:00:00,36464788.34797145,2023669251.5007386 
 04/01  24:00:00,36464788.34797145,2114277911.052291 
 04/02  01:00:00,36464788.34797145,2114277911.052291 
 04/02  02:00:00,36464788.34797145,2114277911.052291 
 04/02  03:00:00,36464788.34797145,2114277911.052291 
 04/02  04:00:00,36464788.34797145,2114277911.052291 
 04/02  05:00:00,37975250.63110626,2114277911.052291 
 04/02  06:00:00,84381645.6141434,2218640959.5714364 
 04/02  07:00:00,268850092.1490192,2218640959.5714364 
 04/02  08:00:00,805214287.1996835,2802138067.9781294 
 04/02  09:00:00,805214287.1996835,2802138067.9781294 
 04/02  10:00:00,805214287.1996835,2802138067.9781294 
 04/02  11:00:00,805214287.1996835,2802138067.9781294 
 04/02  12:00:00,805214287.1996835,2685438646.2967906 
 04/02  13:00:00,805214287.1996835,2802138067.9781294 
 04/02  14:00:00,805214287.1996835,2802138067.9781294 
 04/02  15:00:00,805214287.1996835,2802138067.9781294 
 04/02  16:00:00,805214287.1996835,2802138067.9781294 
 04/02  17:00:00,447887830.75244296,2335340381.2527747 
 04/02  18:00:00,274813282.0430147,2218640959.5714364 
 04/02  19:00:00,309453060.0307718,2218640959.5714364 
 04/02  20:00:00,208061441.6775136,2218640959.5714364 
 04/02  21:00:00,208061441.6775136,2218640959.5714364 
 04/02  22:00:00,104030720.8387568,2218640959.5714364 
 04/02  23:00:00,52015360.4193784,2218640959.5714364 
 04/02  24:00:00,41707937.258317545,2114277911.052291 
 04/03  01:00:00,36464788.34797145,2114277911.052291 
 04/03  02:00:00,36464788.34797145,2114277911.052291 
 04/03  03:00:00,36464788.34797145,2114277911.052291 
 04/03  04:00:00,36464788.34797145,2114277911.052291 
 04/03  05:00:00,37975250.63110626,2114277911.052291 
 04/03  06:00:00,86385543.88465557,2218640959.5714364 
 04/03  07:00:00,284261956.894933,2218640959.5714364 
 04/03  08:00:00,816515721.617278,2802138067.9781294 
 04/03  09:00:00,805214287.1996835,2802138067.9781294 
 04/03  10:00:00,805214287.1996835,2802138067.9781294 
 04/03  11:00:00,805214287.1996835,2802138067.9781294 
 04/03  12:00:00,805214287.1996835,2685438646.2967906 
 04/03  13:00:00,805214287.1996835,2802138067.9781294 
 04/03  14:00:00,805214287.1996835,2802138067.9781294 
 04/03  15:00:00,805214287.1996835,2802138067.9781294 
 04/03  16:00:00,805214287.1996835,2802138067.9781294 
 04/03  17:00:00,448665834.9367026,2335340381.2527747 
 04/03  18:00:00,284499249.0980572,2218640959.5714364 
 04/03  19:00:00,310668109.53697383,2218640959.5714364 
 04/03  20:00:00,208061441.6775136,2218640959.5714364 
 04/03  21:00:00,208061441.6775136,2218640959.5714364 
 04/03  22:00:00,104030720.8387568,2218640959.5714364 
 04/03  23:00:00,52015360.4193784,2218640959.5714364 
 04/03  24:00:00,41707937.258317545,2114277911.052291 
 04/04  01:00:00,36464788.34797145,2114277911.052291 
 04/04  02:00:00,36464788.34797145,2114277911.052291 
 04/04  03:00:00,36464788.34797145,2114277911.052291 
 04/04  04:00:00,36464788.34797145,2114277911.052291 
 04/04  05:00:00,37975250.63110626,2114277911.052291 
 04/04  06:00:00,84503464.15878886,2218640959.5714364 
 04/04  07:00:00,269495544.18052095,2218640959.5714364 
 04/04  08:00:00,805214287.1996835,2802138067.9781294 
 04/04  09:00:00,805214287.1996835,2802138067.9781294 
 04/04  10:00:00,805214287.1996835,2802138067.9781294 
 04/04  11:00:00,805214287.1996835,2802138067.9781294 
 04/04  12:00:00,805214287.1996835,2685438646.2967906 
 04/04  13:00:00,805214287.1996835,2802138067.9781294 
 04/04  14:00:00,805214287.1996835,2802138067.9781294 
 04/04  15:00:00,805214287.1996835,2802138067.9781294 
 04/04  16:00:00,805214287.1996835,2802138067.9781294 
 04/04  17:00:00,447357002.7926261,2335340381.2527747 
 04/04  18:00:00,276795807.5756349,2218640959.5714364 
 04/04  19:00:00,309968554.50617594,2218640959.5714364 
 04/04  20:00:00,208061441.6775136,2218640959.5714364 
 04/04  21:00:00,208061441.6775136,2218640959.5714364 
 04/04  22:00:00,104030720.8387568,2218640959.5714364 
 04/04  23:00:00,52015360.4193784,2218640959.5714364 
 04/04  24:00:00,41707937.258317545,2114277911.052291 
 04/05  01:00:00,36464788.34797145,2114277911.052291 
 04/05  02:00:00,36464788.34797145,2114277911.052291 
 04/05  03:00:00,36464788.34797145,2114277911.052291 
 04/05  04:00:00,36464788.34797145,2114277911.052291 
 04/05  05:00:00,37975250.63110626,2114277911.052291 
 04/05  06:00:00,82666663.36950512,2218640959.5714364 
 04/05  07:00:00,268573728.12144786,2218640959.5714364 
 04/05  08:00:00,805214287.1996835,2802138067.9781294 
 04/05  09:00:00,805214287.1996835,2802138067.9781294 
 04/05  10:00:00,805214287.1996835,2802138067.9781294 
 04/05  11:00:00,805214287.1996835,2802138067.9781294 
 04/05  12:00:00,805214287.1996835,2685438646.2967906 
 04/05  13:00:00,805214287.1996835,2802138067.9781294 
 04/05  14:00:00,805214287.1996835,2802138067.9781294 
 04/05  15:00:00,805214287.1996835,2802138067.9781294 
 04/05  16:00:00,805662699.7951456,2802138067.9781294 
 04/05  17:00:00,454770149.6197687,2335340381.2527747 
 04/05  18:00:00,279566660.9502977,2218640959.5714364 
 04/05  19:00:00,310199751.19478506,2218640959.5714364 
 04/05  20:00:00,208061441.6775136,2218640959.5714364 
 04/05  21:00:00,208061441.6775136,2218640959.5714364 
 04/05  22:00:00,104030720.8387568,2218640959.5714364 
 04/05  23:00:00,52015360.4193784,2218640959.5714364 
 04/05  24:00:00,41707937.258317545,2114277911.052291 
 04/06  01:00:00,36464788.34797145,2114277911.052291 
 04/06  02:00:00,36464788.34797145,2114277911.052291 
 04/06  03:00:00,36464788.34797145,2114277911.052291 
 04/06  04:00:00,36464788.34797145,2114277911.052291 
 04/06  05:00:00,37975250.63110626,2114277911.052291 
 04/06  06:00:00,83122242.59565498,2218640959.5714364 
 04/06  07:00:00,269031529.87892866,2218640959.5714364 
 04/06  08:00:00,805214287.1996835,2802138067.9781294 
 04/06  09:00:00,805214287.1996835,2802138067.9781294 
 04/06  10:00:00,805214287.1996835,2802138067.9781294 
 04/06  11:00:00,805214287.1996835,2802138067.9781294 
 04/06  12:00:00,805214287.1996835,2685438646.2967906 
 04/06  13:00:00,805214287.1996835,2802138067.9781294 
 04/06  14:00:00,805214287.1996835,2802138067.9781294 
 04/06  15:00:00,805214287.1996835,2802138067.9781294 
 04/06  16:00:00,805214287.1996835,2802138067.9781294 
 04/06  17:00:00,447341270.6664911,2335340381.2527747 
 04/06  18:00:00,272908443.2955975,2218640959.5714364 
 04/06  19:00:00,309080429.7092143,2218640959.5714364 
 04/06  20:00:00,208061441.6775136,2218640959.5714364 
 04/06  21:00:00,208061441.6775136,2218640959.5714364 
 04/06  22:00:00,104030720.8387568,2218640959.5714364 
 04/06  23:00:00,52015360.4193784,2218640959.5714364 
 04/06  24:00:00,41707937.258317545,2023669251.5007386 
 04/07  01:00:00,36464788.34797145,2023669251.5007386 
 04/07  02:00:00,36464788.34797145,2023669251.5007386 
 04/07  03:00:00,36464788.34797145,2023669251.5007386 
 04/07  04:00:00,36464788.34797145,2023669251.5007386 
 04/07  05:00:00,36464788.34797145,2023669251.5007386 
 04/07  06:00:00,86136717.34960213,2218640959.5714364 
 04/07  07:00:00,93442584.3549296,2218640959.5714364 
 04/07  08:00:00,268404762.39989462,2335340381.2527747 
 04/07  09:00:00,268404762.39989462,2335340381.2527747 
 04/07  10:00:00,268404762.39989462,2335340381.2527747 
 04/07  11:00:00,268404762.39989462,2335340381.2527747 
 04/07  12:00:00,134202381.19994731,2160291248.730767 
 04/07  13:00:00,134202381.19994731,2160291248.730767 
 04/07  14:00:00,134202381.19994731,2160291248.730767 
 04/07  15:00:00,134202381.19994731,2160291248.730767 
 04/07  16:00:00,134202381.19994731,2160291248.730767 
 04/07  17:00:00,44763070.864339076,2101941537.8900976 
 04/07  18:00:00,48671057.614876404,2101941537.8900976 
 04/07  19:00:00,41550885.181168675,2023669251.5007386 
 04/07  20:00:00,36464788.34797145,2023669251.5007386 
 04/07  21:00:00,36464788.34797145,2023669251.5007386 
 04/07  22:00:00,36464788.34797145,2023669251.5007386 
 04/07  23:00:00,36464788.34797145,2023669251.5007386 
 04/07  24:00:00,36464788.34797145,2023669251.5007386 
 04/08  01:00:00,36464788.34797145,2023669251.5007386 
 04/08  02:00:00,36464788.34797145,2023669251.5007386 
 04/08  03:00:00,36464788.34797145,2023669251.5007386 
 04/08  04:00:00,36464788.34797145,2023669251.5007386 
 04/08  05:00:00,36464788.34797145,2023669251.5007386 
 04/08  06:00:00,47461003.23620309,2101941537.8900976 
 04/08  07:00:00,46785334.638114765,2101941537.8900976 
 04/08  08:00:00,44734127.06664909,2101941537.8900976 
 04/08  09:00:00,44734127.06664909,2101941537.8900976 
 04/08  10:00:00,44734127.06664909,2101941537.8900976 
 04/08  11:00:00,44734127.06664909,2101941537.8900976 
 04/08  12:00:00,44734127.06664909,2101941537.8900976 
 04/08  13:00:00,44734127.06664909,2101941537.8900976 
 04/08  14:00:00,44734127.06664909,2101941537.8900976 
 04/08  15:00:00,44734127.06664909,2101941537.8900976 
 04/08  16:00:00,44734127.06664909,2101941537.8900976 
 04/08  17:00:00,44821219.745875105,2101941537.8900976 
 04/08  18:00:00,39936910.215422384,2023669251.5007386 
 04/08  19:00:00,36464788.34797145,2023669251.5007386 
 04/08  20:00:00,36464788.34797145,2023669251.5007386 
 04/08  21:00:00,36464788.34797145,2023669251.5007386 
 04/08  22:00:00,36464788.34797145,2023669251.5007386 
 04/08  23:00:00,36464788.34797145,2023669251.5007386 
 04/08  24:00:00,36464788.34797145,2114277911.052291 
 04/09  01:00:00,36464788.34797145,2114277911.052291 
 04/09  02:00:00,36464788.34797145,2114277911.052291 
 04/09  03:00:00,36464788.34797145,2114277911.052291 
 04/09  04:00:00,36464788.34797145,2114277911.052291 
 04/09  05:00:00,37975250.63110626,2114277911.052291 
 04/09  06:00:00,86609040.22056475,2218640959.5714364 
 04/09  07:00:00,292552556.5174468,2218640959.5714364 
 04/09  08:00:00,818389012.7179427,2802138067.9781294 
 04/09  09:00:00,806792494.4582654,2802138067.9781294 
 04/09  10:00:00,805214287.1996835,2802138067.9781294 
 04/09  11:00:00,805214287.1996835,2802138067.9781294 
 04/09  12:00:00,805214287.1996835,2685438646.2967906 
 04/09  13:00:00,805214287.1996835,2802138067.9781294 
 04/09  14:00:00,805214287.1996835,2802138067.9781294 
 04/09  15:00:00,805214287.1996835,2802138067.9781294 
 04/09  16:00:00,805214287.1996835,2802138067.9781294 
 04/09  17:00:00,454586833.4304265,2335340381.2527747 
 04/09  18:00:00,292364422.5705822,2218640959.5714364 
 04/09  19:00:00,311064908.6386945,2218640959.5714364 
 04/09  20:00:00,208061441.6775136,2218640959.5714364 
 04/09  21:00:00,208061441.6775136,2218640959.5714364 
 04/09  22:00:00,104030720.8387568,2218640959.5714364 
 04/09  23:00:00,52015360.4193784,2218640959.5714364 
 04/09  24:00:00,41707937.258317545,2114277911.052291 
 04/10  01:00:00,36464788.34797145,2114277911.052291 
 04/10  02:00:00,36464788.34797145,2114277911.052291 
 04/10  03:00:00,36464788.34797145,2114277911.052291 
 04/10  04:00:00,36464788.34797145,2114277911.052291 
 04/10  05:00:00,37975250.63110626,2114277911.052291 
 04/10  06:00:00,86226341.35855493,2218640959.5714364 
 04/10  07:00:00,281018231.77240914,2218640959.5714364 
 04/10  08:00:00,805214287.1996835,2802138067.9781294 
 04/10  09:00:00,805214287.1996835,2802138067.9781294 
 04/10  10:00:00,805214287.1996835,2802138067.9781294 
 04/10  11:00:00,805214287.1996835,2802138067.9781294 
 04/10  12:00:00,805214287.1996835,2685438646.2967906 
 04/10  13:00:00,805214287.1996835,2802138067.9781294 
 04/10  14:00:00,805214287.1996835,2802138067.9781294 
 04/10  15:00:00,805214287.1996835,2802138067.9781294 
 04/10  16:00:00,805214287.1996835,2802138067.9781294 
 04/10  17:00:00,447341270.6664911,2335340381.2527747 
 04/10  18:00:00,270341006.8079111,2218640959.5714364 
 04/10  19:00:00,307162817.4029277,2218640959.5714364 
 04/10  20:00:00,208061441.6775136,2218640959.5714364 
 04/10  21:00:00,208061441.6775136,2218640959.5714364 
 04/10  22:00:00,104030720.8387568,2218640959.5714364 
 04/10  23:00:00,52015360.4193784,2218640959.5714364 
 04/10  24:00:00,41707937.258317545,2114277911.052291 
 04/11  01:00:00,36464788.34797145,2114277911.052291 
 04/11  02:00:00,36464788.34797145,2114277911.052291 
 04/11  03:00:00,36464788.34797145,2114277911.052291 
